-0.049380654376475076,-0.03127133643879517,-0.049,0.031,0.991,8.881,0.412,-11.078,-31.693,0.412,-11.078
-0.06718274556052735,-0.03562848123432205,-0.068,0.036,1.01,8.316,-0.412,-10.788,-31.693,-0.412,-10.788
-0.025190184572181556,-0.08221128795316403,-0.027,0.088,1.068,8.789,0.641,-11.658,-30.981,0.641,-11.658
-0.04322242620028675,-0.081784380617996,-0.045,0.085,1.037,11.002,8.163,-16.708,-31.159,8.163,-16.708
-0.042167203703576094,-0.03911495188791268,-0.041,0.038,0.971,11.932,8.835,-21.194,0.0,8.835,-21.194
-0.03216836597342755,-0.029166776752391432,-0.032,0.029,0.994,10.88,8.041,-26.169,0.0,8.041,-26.169
-0.06180752413025267,-0.04421894439565289,-0.063,0.045,1.017,10.864,7.767,-28.229,0.0,7.767,-28.229
-0.08316755279834576,-0.036726279108714434,-0.084,0.037,1.007,11.215,6.958,-29.327,0.0,6.958,-29.327
-0.14157837922381114,-0.019768496264690013,-0.137,0.019,0.961,10.757,3.632,-28.503,0.0,3.632,-28.503
-0.1651161176242724,-0.02003951115948542,-0.158,0.019,0.948,10.04,0.397,-26.84,0.0,0.397,-26.84
-0.14442071237793136,-0.02339349361249983,-0.143,0.023,0.983,8.087,-7.584,-21.942,0.0,-7.584,-21.942
-0.1244392662299716,-0.02482111789805131,-0.126,0.025,1.007,7.507,-13.794,-17.029,0.0,-13.794,-17.029
-0.08715624729245061,-0.03338641093670037,-0.089,0.034,1.018,7.645,-15.152,-14.923,0.0,-15.152,-14.923
-0.07253237540662749,-0.03683591989148562,-0.073,0.037,1.004,7.66,-15.335,-13.443,0.0,-15.335,-13.443
-0.05927886896960295,-0.05118476199522866,-0.058,0.05,0.976,6.439,-13.824,-11.536,0.0,-13.824,-11.536
-0.05603578326278986,-0.055102488067958054,-0.055,0.054,0.979,5.524,-12.466,-10.956,0.0,-12.466,-10.956
-0.0741523570075516,-0.05803871993437608,-0.073,0.057,0.981,3.998,-10.437,-10.239,0.0,-10.437,-10.239
-0.08525469389576172,-0.062101490719941546,-0.084,0.061,0.981,3.342,-9.979,-9.857,0.0,-9.979,-9.857
-0.09181451846384006,-0.0688564893010446,-0.091,0.068,0.986,2.182,-10.086,-8.865,0.0,-10.086,-8.865
-0.08909799622951912,-0.06730262314833418,-0.089,0.067,0.994,1.724,-10.284,-8.514,0.0,-10.284,-8.514
-0.06610788893511699,-0.06430147508609686,-0.068,0.066,1.025,1.45,-10.086,-9.201,0.0,-10.086,-9.201
-0.05981829161683464,-0.06573284944205678,-0.062,0.068,1.033,1.801,-8.606,-10.269,0.0,-8.606,-10.269
-0.07275746341465,-0.06358458237529001,-0.078,0.068,1.068,3.036,-3.586,-13.199,0.0,-3.586,-13.199
-0.07514368836728472,-0.05951993128876662,-0.081,0.064,1.074,4.196,-2.701,-14.282,0.0,-2.701,-14.282
-0.08429508580012716,-0.04272491342663204,-0.091,0.046,1.076,6.821,-1.419,-15.961,0.0,-1.419,-15.961
-0.0789128433194863,-0.04094544520687557,-0.085,0.044,1.074,8.179,-2.35,-16.22,0.0,-2.35,-16.22
-0.07702060410985252,-0.032004134533722715,-0.082,0.034,1.062,10.666,-3.052,-15.884,0.0,-3.052,-15.884
