-0.06278034055160701,-0.01895980366845171,-0.063,0.019,1.002,-0.534,0.183,1.083,-9.615,0.183,1.083
-0.06160360271971073,-0.017908533000527336,-0.062,0.018,1.005,-0.504,0.214,1.099,-10.683,0.214,1.099
-0.061724958691537386,-0.018940905097086493,-0.062,0.019,1.003,-0.61,0.198,1.099,-9.437,0.198,1.099
-0.06172609052658869,-0.017944235279210106,-0.062,0.018,1.003,-0.595,0.168,1.022,-10.505,0.168,1.022
-0.06358554695406532,-0.017908533000527332,-0.064,0.018,1.005,-0.458,0.29,0.992,0.0,0.29,0.992
-0.06358438583811094,-0.018903220741268805,-0.064,0.019,1.005,-0.595,0.214,1.099,0.0,0.214,1.099
-0.06339450815932919,-0.01983866677892471,-0.064,0.02,1.008,-0.595,0.214,1.022,0.0,0.214,1.022
-0.06333308104139773,-0.0188283000489052,-0.064,0.019,1.009,-0.519,0.259,1.038,0.0,0.259,1.038
-0.0611775898790204,-0.018772498061824985,-0.062,0.019,1.012,-0.458,0.198,1.022,0.0,0.198,1.022
-0.06124008026042623,-0.016813450096820556,-0.062,0.017,1.011,-0.595,0.259,1.053,0.0,0.259,1.053
-0.061239034695012726,-0.01780227342649686,-0.062,0.018,1.011,-0.504,0.275,1.022,0.0,0.275,1.022
-0.06123792944123338,-0.01879106194061831,-0.062,0.019,1.011,-0.412,0.198,0.977,0.0,0.198,0.977
-0.062405303788641876,-0.020830320036217088,-0.063,0.021,1.008,-0.458,0.122,1.053,0.0,0.122,1.053
-0.05938437166771212,-0.01882830004890519,-0.06,0.019,1.009,-0.504,0.198,1.022,0.0,0.198,1.022
-0.06222311067211055,-0.01879106194061831,-0.063,0.019,1.011,-0.427,0.336,1.007,0.0,0.336,1.007
-0.06129721959047771,-0.01979939256639287,-0.062,0.02,1.01,-0.488,0.168,1.068,0.0,0.168,1.068
-0.0611775898790204,-0.018772498061824985,-0.062,0.019,1.012,-0.549,0.29,0.992,0.0,0.29,0.992
-0.06228566312914961,-0.017819895710460512,-0.063,0.018,1.01,-0.549,0.305,0.977,0.0,0.305,0.977
-0.06129721959047771,-0.01979939256639287,-0.062,0.02,1.01,-0.534,0.275,1.144,0.0,0.275,1.144
-0.06228453685643291,-0.018809662566576173,-0.063,0.019,1.01,-0.488,0.275,1.068,0.0,0.275,1.068
-0.061236764508787234,-0.019779813707647045,-0.062,0.02,1.011,-0.427,0.198,1.068,0.0,0.198,1.068
-0.06129949650722415,-0.017819895710460512,-0.062,0.018,1.01,-0.412,0.168,1.007,0.0,0.168,1.007
-0.062099443933916754,-0.019740771910494878,-0.063,0.02,1.013,-0.504,0.229,1.053,0.0,0.229,1.053
-0.061179734346445955,-0.016796839141995083,-0.062,0.017,1.012,-0.473,0.214,1.022,0.0,0.214,1.022
-0.06228334977024761,-0.01979939256639287,-0.063,0.02,1.01,-0.595,0.183,0.931,0.0,0.183,0.931
-0.06210062053547799,-0.01875397082142056,-0.063,0.019,1.013,-0.519,0.153,1.022,0.0,0.153,1.022
-0.062282101881029533,-0.020789083773070625,-0.063,0.021,1.01,-0.565,0.229,1.007,0.0,0.229,1.007
-0.06339450815932919,-0.01983866677892471,-0.064,0.02,1.008,-0.549,0.244,1.022,0.0,0.244,1.022
-0.06308595848897218,-0.016780260973494148,-0.064,0.017,1.013,-0.549,0.229,1.007,0.0,0.229,1.007
