171.62616678911024,-86.98043948938985,-177.8030909537209,107.7799667458815,0.0,0.039,1.005,-0.61,0.259,1.099,0.008768,-0.00931287,-177.77769827834007,90.0000007648485
161.32070650973913,-81.76173863933592,-177.65187780521734,93.51052743485977,0.001,0.042,1.008,-0.595,0.275,1.022,0.007503,-0.009083865,-177.6140574790317,89.94315973190865
148.0354895087143,-75.02954466895096,-177.53481081026987,90.6567302492098,0.001,0.044,1.01,-0.671,0.305,1.083,0.007443,-0.010244157,-177.50552499971786,89.94327228833589
133.0556106188061,-67.43279158369229,-177.6001117469679,90.17678038848852,-0.001,0.042,1.009,-0.61,0.259,1.083,0.007546,-0.00931287,-177.61641941241314,90.05678546379856
117.2730953674784,-59.432609693007045,-177.57168578300323,90.03536565471005,0.0,0.043,1.011,-0.702,0.351,1.114,0.008365,-0.010717434,-177.5645568791782,90.0000007648485
102.07965376369559,-51.734589382286785,-177.60937432925994,90.0070821769284,0.0,0.042,1.01,-0.687,0.366,1.114,0.007547,-0.010488429,-177.61877667678067,90.0000007648485
88.0489581232886,-44.62988533215952,-177.5754586241768,89.95612884031162,0.001,0.043,1.012,-0.671,0.214,1.144,0.007476,-0.010244157,-177.56696055157659,89.9433843998765
75.43819726199249,-38.25685578930228,-177.6194996039818,89.9009132071804,0.002,0.042,1.015,-0.58,0.229,1.099,0.00741,-0.008854859999999999,-177.6304934453049,89.88710282229268
64.31292313193272,-32.62192856525165,-177.6715714281818,89.98018911020631,-0.0,0.041,1.014,-0.702,0.259,1.236,0.007406,-0.010717434,-177.68456954090274,90.0000007648485
54.647893676607,-27.70951345705778,-177.59173281388664,90.04124806001322,-0.001,0.043,1.014,-0.687,0.259,1.236,0.007422,-0.010488429,-177.57175369903283,90.05650546053404
46.302999774923734,-23.489891937558028,-177.62275590625197,89.96309621437565,0.001,0.042,1.015,-0.641,0.229,1.083,0.007453,-0.009786147,-177.6304934453049,89.94355173877781
39.12906105580822,-19.86676761483315,-177.67404253326805,89.94746735916355,0.001,0.041,1.015,-0.549,0.29,1.053,0.007595,-0.008381583,-177.68684827549131,89.94355173877781
33.05281590028821,-16.775932079635993,-177.5490601303025,89.98950066375798,0.0,0.044,1.015,-0.595,0.29,1.022,0.007431,-0.009083865,-177.5177976540109,90.0000007648485
27.883380283645863,-14.172827042058742,-177.61235192013058,89.90750022961109,0.002,0.042,1.014,-0.549,0.305,0.946,0.00742,-0.008381583,-177.62815931975112,89.88699148338745
23.518460061961974,-11.943382938594567,-177.57605197121254,90.02680136534906,-0.001,0.043,1.012,-0.58,0.336,1.038,0.007423,-0.008854859999999999,-177.56696055157659,90.0566171298205
19.837184572439895,-10.050748959274912,-177.53336122956068,90.095507855218,-0.002,0.044,1.017,-0.549,0.275,1.053,0.007423,-0.008381583,-177.5226729900251,90.11267668645803
16.71258728961672,-8.479864495261722,-177.61294030990467,89.97399398216625,0.001,0.042,1.016,-0.427,0.29,1.083,0.007422,-0.006519008999999999,-177.63282298396948,89.94360729880695
14.072284579064075,-7.14298700560154,-177.623256151166,89.99480715109935,0.0,0.042,1.013,-0.504,0.336,1.083,0.007547,-0.007694568,-177.62582059375512,90.0000007648485
11.838671711458971,-6.012608586180761,-177.63092566260747,89.99896846484924,0.0,0.042,1.016,-0.687,0.275,1.144,0.007649,-0.010488429,-177.63282298396948,90.0000007648485
